ISO3,country,adm1_name,adm2_name,mkt_name,lat,lon,geo_id,price_date,year,month,currency,exchange_rate_unofficial,milling_cost_sorghum,wage_non_qualified_labour_non_agricultural,o_exchange_rate_unofficial,h_exchange_rate_unofficial,l_exchange_rate_unofficial,c_exchange_rate_unofficial,inflation_exchange_rate_unofficial,trust_exchange_rate_unofficial,o_milling_cost_sorghum,h_milling_cost_sorghum,l_milling_cost_sorghum,c_milling_cost_sorghum,inflation_milling_cost_sorghum,trust_milling_cost_sorghum,o_wage_non_qualified_labour_non_agricultural,h_wage_non_qualified_labour_non_agricultural,l_wage_non_qualified_labour_non_agricultural,c_wage_non_qualified_labour_non_agricultural,inflation_wage_non_qualified_labour_non_agricultural,trust_wage_non_qualified_labour_non_agricultural
SSD,South Sudan,Warrap,Twic,Abyei,9.35,28.28,gid_93500000282800000,2007-01-01,2007,1,SSP,3.19,,,3.19,3.32,3.06,3.19,,,0.47,0.52,0.46,0.49,,8.9,9.45,10.61,9,9.82,,8.3
SSD,South Sudan,Warrap,Twic,Abyei,9.35,28.28,gid_93500000282800000,2007-02-01,2007,2,SSP,3.18,,,3.18,3.31,3.05,3.18,,,0.51,0.54,0.48,0.48,,8.9,10.19,11.02,9.35,9.73,,8.3
SSD,South Sudan,Warrap,Twic,Abyei,9.35,28.28,gid_93500000282800000,2007-03-01,2007,3,SSP,3.18,,,3.18,3.28,3.08,3.18,,,0.49,0.52,0.46,0.5,,8.9,10.05,10.75,9.35,9.87,,8.3
SSD,South Sudan,Warrap,Twic,Abyei,9.35,28.28,gid_93500000282800000,2007-04-01,2007,4,SSP,3.17,,,3.17,3.25,3.1,3.17,,,0.51,0.54,0.48,0.5,,8.9,10.19,10.89,9.49,9.94,,8.3
SSD,South Sudan,Warrap,Twic,Abyei,9.35,28.28,gid_93500000282800000,2007-05-01,2007,5,SSP,3.17,,,3.17,3.23,3.11,3.17,,,0.52,0.54,0.49,0.52,,8.9,10.25,10.89,9.61,10.21,,8.3
SSD,South Sudan,Warrap,Twic,Abyei,9.35,28.28,gid_93500000282800000,2007-06-01,2007,6,SSP,3.16,,,3.16,3.21,3.11,3.16,,,0.53,0.56,0.51,0.53,,8.9,10.54,11.19,9.89,10.4,,8.3
SSD,South Sudan,Warrap,Twic,Abyei,9.35,28.28,gid_93500000282800000,2007-07-01,2007,7,SSP,3.15,,,3.15,3.2,3.11,3.15,,,0.54,0.56,0.52,0.54,,8.9,10.72,11.35,10.09,10.68,,8.3
SSD,South Sudan,Warrap,Twic,Abyei,9.35,28.28,gid_93500000282800000,2007-08-01,2007,8,SSP,3.15,,,3.15,3.19,3.11,3.15,,,0.56,0.58,0.54,0.54,,8.9,11.02,11.66,10.37,10.78,,8.3
SSD,South Sudan,Warrap,Twic,Abyei,9.35,28.28,gid_93500000282800000,2007-09-01,2007,9,SSP,3.14,,,3.14,3.18,3.11,3.14,,,0.56,0.64,0.54,0.64,,8.9,11.11,12.26,10.46,12.26,,8.3
SSD,South Sudan,Warrap,Twic,Abyei,9.35,28.28,gid_93500000282800000,2007-10-01,2007,10,SSP,3.14,,,3.14,3.17,3.1,3.14,,,0.67,0.71,0.55,0.55,,8.9,12.77,13.75,10.82,10.82,,8.3
SSD,South Sudan,Warrap,Twic,Abyei,9.35,28.28,gid_93500000282800000,2007-11-01,2007,11,SSP,3.14,,,3.13,3.17,3.1,3.14,,,0.56,0.68,0.51,0.68,,8.9,11.1,13.1,10.06,13.1,,8.3
SSD,South Sudan,Warrap,Twic,Abyei,9.35,28.28,gid_93500000282800000,2007-12-01,2007,12,SSP,3.13,,,3.13,3.17,3.1,3.13,,,0.72,0.81,0.64,0.67,,8.9,13.69,15.13,12.24,12.84,,8.3
SSD,South Sudan,Warrap,Twic,Abyei,9.35,28.28,gid_93500000282800000,2008-01-01,2008,1,SSP,3.13,,,3.13,3.16,3.1,3.13,-1.64,,0.7,0.78,0.63,0.67,37.24,8.9,13.33,14.31,12.35,12.89,31.31,8.3
SSD,South Sudan,Warrap,Twic,Abyei,9.35,28.28,gid_93500000282800000,2008-02-01,2008,2,SSP,3.14,,,3.13,3.17,3.1,3.14,-1.44,,0.7,0.76,0.63,0.65,35.43,8.9,13.34,14.45,12.22,12.62,29.73,8.3
SSD,South Sudan,Warrap,Twic,Abyei,9.35,28.28,gid_93500000282800000,2008-03-01,2008,3,SSP,3.14,,,3.14,3.17,3.11,3.14,-1.14,,0.66,0.72,0.61,0.69,39.19,8.9,13,13.86,12.13,13.26,34.28,8.3
SSD,South Sudan,Warrap,Twic,Abyei,9.35,28.28,gid_93500000282800000,2008-04-01,2008,4,SSP,3.15,,,3.14,3.18,3.11,3.15,-0.74,,0.72,0.77,0.66,0.69,36.77,8.9,13.7,14.66,12.74,13.21,32.85,8.3
SSD,South Sudan,Warrap,Twic,Abyei,9.35,28.28,gid_93500000282800000,2008-05-01,2008,5,SSP,3.16,,,3.15,3.19,3.12,3.16,-0.25,,0.71,0.76,0.66,0.76,47.73,8.9,13.62,14.45,12.78,14.03,37.37,8.3
SSD,South Sudan,Warrap,Twic,Abyei,9.35,28.28,gid_93500000282800000,2008-06-01,2008,6,SSP,3.17,,,3.17,3.2,3.13,3.17,0.35,,0.8,0.85,0.74,0.76,45.49,8.9,14.52,15.45,13.59,14.05,35.1,8.3
SSD,South Sudan,Warrap,Twic,Abyei,9.35,28.28,gid_93500000282800000,2008-07-01,2008,7,SSP,3.19,,,3.18,3.21,3.15,3.19,1.06,,0.79,0.84,0.74,0.8,47.12,8.9,14.5,15.36,13.63,14.64,37.15,8.3
SSD,South Sudan,Warrap,Twic,Abyei,9.35,28.28,gid_93500000282800000,2008-08-01,2008,8,SSP,3.22,,,3.2,3.23,3.17,3.22,2.13,,0.83,0.89,0.78,0.89,63.84,8.9,15.14,16.07,14.23,16.07,49.09,8.3
SSD,South Sudan,Warrap,Twic,Abyei,9.35,28.28,gid_93500000282800000,2008-09-01,2008,9,SSP,3.24,,,3.24,3.27,3.21,3.24,3.18,,0.94,0.99,0.88,0.94,47.43,8.9,16.71,17.79,15.64,16.9,37.81,8.3
SSD,South Sudan,Warrap,Twic,Abyei,9.35,28.28,gid_93500000282800000,2008-10-01,2008,10,SSP,3.27,,,3.27,3.3,3.23,3.27,4.2,,0.99,1.04,0.8,0.8,45.41,8.9,17.59,18.58,14.97,14.97,38.42,8.3
SSD,South Sudan,Warrap,Twic,Abyei,9.35,28.28,gid_93500000282800000,2008-11-01,2008,11,SSP,3.3,,,3.3,3.33,3.26,3.3,5.18,,0.81,0.89,0.74,0.79,14.98,8.9,15.37,16.84,13.89,14.83,13.25,8.3
SSD,South Sudan,Warrap,Twic,Abyei,9.35,28.28,gid_93500000282800000,2008-12-01,2008,12,SSP,3.33,,,3.32,3.36,3.29,3.33,6.11,,0.8,0.86,0.73,0.86,27.58,8.9,15.2,16.21,14.43,16.21,26.18,8.3
SSD,South Sudan,Warrap,Twic,Abyei,9.35,28.28,gid_93500000282800000,2009-01-01,2009,1,SSP,3.35,,,3.35,3.39,3.32,3.35,7,,0.88,0.97,0.82,0.97,44.38,8.9,16.74,18.16,15.33,17.67,37.04,8.3
SSD,South Sudan,Warrap,Twic,Abyei,9.35,28.28,gid_93500000282800000,2009-02-01,2009,2,SSP,3.38,,,3.38,3.42,3.35,3.38,7.78,,1.02,1.09,0.89,0.89,37.61,8.9,18.35,19.35,16.92,16.92,34.09,8.3
SSD,South Sudan,Warrap,Twic,Abyei,9.35,28.28,gid_93500000282800000,2009-03-01,2009,3,SSP,3.41,,,3.41,3.44,3.37,3.41,8.48,,0.91,0.99,0.73,0.73,4.83,8.9,17.45,18.87,14.36,14.36,8.33,8.3
SSD,South Sudan,Warrap,Twic,Abyei,9.35,28.28,gid_93500000282800000,2009-04-01,2009,4,SSP,3.44,,,3.44,3.47,3.4,3.44,9.12,,0.72,0.8,0.64,0.75,8.68,8.9,14.59,16.09,13.09,13.71,3.75,8.3
SSD,South Sudan,Warrap,Twic,Abyei,9.35,28.28,gid_93500000282800000,2009-05-01,2009,5,SSP,3.46,,,3.46,3.5,3.43,3.46,9.66,,0.75,0.9,0.68,0.9,17.4,8.9,13.9,16.8,12.94,16.8,19.71,8.3
SSD,South Sudan,Warrap,Twic,Abyei,9.35,28.28,gid_93500000282800000,2009-06-01,2009,6,SSP,3.49,,,3.49,3.53,3.46,3.49,10.09,,0.93,1.03,0.83,0.87,13.75,8.9,17.42,19.65,15.18,16.46,17.2,8.3
SSD,South Sudan,Warrap,Twic,Abyei,9.35,28.28,gid_93500000282800000,2009-07-01,2009,7,SSP,3.5,,,3.52,3.55,3.48,3.5,9.97,,0.89,0.98,0.8,0.92,15.23,8.9,16.99,17.84,16.13,16.65,13.67,8.3
SSD,South Sudan,Warrap,Twic,Abyei,9.35,28.28,gid_93500000282800000,2009-08-01,2009,8,SSP,3.5,,,3.52,3.56,3.49,3.5,8.98,,0.95,1.03,0.87,1.03,15.21,8.9,17.16,18.86,15.46,18.57,15.56,8.3
SSD,South Sudan,Warrap,Twic,Abyei,9.35,28.28,gid_93500000282800000,2009-09-01,2009,9,SSP,3.5,,,3.51,3.55,3.47,3.5,8.03,,1.08,1.16,0.99,1.02,8.26,8.9,19.3,20.43,18.17,18.5,9.48,8.3
SSD,South Sudan,Warrap,Twic,Abyei,9.35,28.28,gid_93500000282800000,2009-10-01,2009,10,SSP,3.5,,,3.51,3.55,3.47,3.5,7.1,,1.06,1.13,0.84,0.84,4.95,8.9,19.16,20.72,14.05,14.05,-6.19,8.3
SSD,South Sudan,Warrap,Twic,Abyei,9.35,28.28,gid_93500000282800000,2009-11-01,2009,11,SSP,3.5,,,3.51,3.54,3.47,3.5,6.18,,0.84,0.93,0.75,0.83,5.28,8.9,14.2,16.26,12.13,13.95,-5.97,8.3
SSD,South Sudan,Warrap,Twic,Abyei,9.35,28.28,gid_93500000282800000,2009-12-01,2009,12,SSP,3.5,,,3.5,3.54,3.47,3.5,5.28,,0.83,0.91,0.75,0.87,1.27,8.9,14.14,14.83,13.45,14.7,-9.31,8.3
SSD,South Sudan,Warrap,Twic,Abyei,9.35,28.28,gid_93500000282800000,2010-01-01,2010,1,SSP,3.5,,,3.5,3.54,3.47,3.5,4.37,,0.88,0.95,0.81,0.89,-8.72,8.9,15.01,16.66,13.36,14.58,-17.47,8.3
SSD,South Sudan,Warrap,Twic,Abyei,9.35,28.28,gid_93500000282800000,2010-02-01,2010,2,SSP,3.5,,,3.5,3.54,3.47,3.5,3.53,,0.9,0.98,0.84,0.98,9.79,8.9,14.89,15.49,14.28,15.36,-9.24,8.3
SSD,South Sudan,Warrap,Twic,Abyei,9.35,28.28,gid_93500000282800000,2010-03-01,2010,3,SSP,3.5,,,3.5,3.54,3.46,3.5,2.7,,1.01,1.08,0.94,1.01,39.52,8.9,15.77,17.17,14.37,15.77,9.79,8.3
SSD,South Sudan,Warrap,Twic,Abyei,9.35,28.28,gid_93500000282800000,2010-04-01,2010,4,SSP,3.5,,,3.5,3.54,3.46,3.5,1.85,,1.05,1.11,0.98,1.04,38.67,8.9,16.22,16.89,15.54,15.98,16.62,8.3
SSD,South Sudan,Warrap,Twic,Abyei,9.35,28.28,gid_93500000282800000,2010-05-01,2010,5,SSP,3.5,,,3.5,3.53,3.46,3.5,1.02,,1.07,1.13,1.02,1.03,14.26,8.9,16.44,17.68,15.2,15.8,-5.96,8.3
SSD,South Sudan,Warrap,Twic,Abyei,9.35,28.28,gid_93500000282800000,2010-06-01,2010,6,SSP,3.5,,,3.5,3.53,3.46,3.5,0.2,,1.05,1.11,0.87,0.87,0.54,8.9,16.21,17.02,14.69,14.69,-10.74,8.3
SSD,South Sudan,Warrap,Twic,Abyei,9.35,28.28,gid_93500000282800000,2010-07-01,2010,7,SSP,3.54,,,3.5,3.54,3.46,3.54,1.01,,0.87,0.95,0.8,0.94,2.13,8.9,14.98,16.21,13.75,15.61,-6.19,8.3
SSD,South Sudan,Warrap,Twic,Abyei,9.35,28.28,gid_93500000282800000,2010-08-01,2010,8,SSP,3.63,,,3.57,3.63,3.53,3.63,3.55,,0.95,1.02,0.88,0.89,-13.45,8.9,16.03,16.87,15.19,15.35,-17.35,8.3
SSD,South Sudan,Warrap,Twic,Abyei,9.35,28.28,gid_93500000282800000,2010-09-01,2010,9,SSP,3.72,,,3.69,3.74,3.65,3.72,6.04,,0.89,0.98,0.83,0.98,-3.95,8.9,15.72,16.87,14.57,16.39,-11.4,8.3
SSD,South Sudan,Warrap,Twic,Abyei,9.35,28.28,gid_93500000282800000,2010-10-01,2010,10,SSP,3.8,,,3.78,3.83,3.74,3.8,8.54,,1,1.07,0.93,0.98,16.33,8.9,16.89,17.83,15.96,16.19,15.27,8.3
SSD,South Sudan,Warrap,Twic,Abyei,9.35,28.28,gid_93500000282800000,2010-11-01,2010,11,SSP,3.89,,,3.88,3.92,3.84,3.89,11.03,,1,1.06,0.92,0.92,11.32,8.9,16.64,17.78,15.51,15.7,12.59,8.3
SSD,South Sudan,Warrap,Twic,Abyei,9.35,28.28,gid_93500000282800000,2010-12-01,2010,12,SSP,3.98,,,3.97,4.01,3.93,3.98,13.53,,0.93,1.15,0.87,1.15,32.04,8.9,16.08,17.72,15.1,17.72,20.55,8.3
SSD,South Sudan,Warrap,Twic,Abyei,9.35,28.28,gid_93500000282800000,2011-01-01,2011,1,SSP,4.06,,,4.06,4.1,4.02,4.06,16.07,,1.21,1.33,1.08,1.3,46.22,8.9,18.35,19.8,16.9,19.25,32.03,8.3
SSD,South Sudan,Warrap,Twic,Abyei,9.35,28.28,gid_93500000282800000,2011-02-01,2011,2,SSP,4.15,,,4.15,4.19,4.11,4.15,18.49,,1.38,1.51,1.12,1.12,14.17,8.9,20.03,21.21,17.35,17.35,12.98,8.3
SSD,South Sudan,Warrap,Twic,Abyei,9.35,28.28,gid_93500000282800000,2011-03-01,2011,3,SSP,4.23,,,4.23,4.28,4.19,4.23,20.9,,1.15,1.28,0.93,0.93,-8.06,8.9,17.83,19.53,15.77,15.77,0.04,8.3
SSD,South Sudan,Warrap,Twic,Abyei,9.35,28.28,gid_93500000282800000,2011-04-01,2011,4,SSP,4.32,,,4.32,4.36,4.27,4.32,23.4,,0.93,1.05,0.81,0.99,-4.37,8.9,16.06,17.29,14.84,16.22,1.5,8.3
SSD,South Sudan,Warrap,Twic,Abyei,9.35,28.28,gid_93500000282800000,2011-05-01,2011,5,SSP,4.4,,,4.41,4.45,4.36,4.4,25.91,,1.01,1.2,0.9,1.2,16.68,8.9,16.59,19.9,15.33,19.9,25.96,8.3
SSD,South Sudan,Warrap,Twic,Abyei,9.35,28.28,gid_93500000282800000,2011-06-01,2011,6,SSP,4.49,,,4.49,4.54,4.45,4.49,28.41,,1.25,1.4,1.11,1.27,45.15,8.9,20.76,23.15,18.37,20.62,40.33,8.3
SSD,South Sudan,Warrap,Twic,Abyei,9.35,28.28,gid_93500000282800000,2011-07-01,2011,7,SSP,3.48,,,4.58,4.63,3.48,3.48,-1.7,,1.33,1.46,1.2,1.42,51.37,8.9,21.48,22.81,20.36,22.81,46.1,8.3
SSD,South Sudan,Warrap,Twic,Abyei,9.35,28.28,gid_93500000282800000,2011-08-01,2011,8,SSP,3.78,,,2.97,3.78,2.69,3.78,4.18,,1.5,1.71,1.37,1.71,92.31,8.9,23.88,26.63,21.63,26.63,73.55,8.3
SSD,South Sudan,Warrap,Twic,Abyei,9.35,28.28,gid_93500000282800000,2011-09-01,2011,9,SSP,3.95,,,4.09,4.49,3.69,3.95,6.32,,1.85,2.02,1.68,1.8,84.46,8.9,28.13,30.14,26.11,27.63,68.56,8.3
SSD,South Sudan,Warrap,Twic,Abyei,9.35,28.28,gid_93500000282800000,2011-10-01,2011,10,SSP,4.02,,,3.94,4.26,3.62,4.02,5.74,,1.94,2.1,1.78,2.06,110.81,8.9,29.05,31.22,26.89,31.03,91.61,8.3
SSD,South Sudan,Warrap,Twic,Abyei,9.35,28.28,gid_93500000282800000,2011-11-01,2011,11,SSP,3.73,,,4.11,4.35,3.73,3.73,-4.08,,2.23,2.39,2.06,2.12,130.38,8.9,32.75,35.01,28.58,28.58,82.01,8.3
SSD,South Sudan,Warrap,Twic,Abyei,9.35,28.28,gid_93500000282800000,2011-12-01,2011,12,SSP,3.66,,,3.53,3.74,3.32,3.66,-7.93,,2.28,2.43,2.09,2.09,81.72,8.9,29.74,32.42,27.06,28.06,58.38,8.3
SSD,South Sudan,Warrap,Twic,Abyei,9.35,28.28,gid_93500000282800000,2012-01-01,2012,1,SSP,3.58,,,3.64,3.81,3.48,3.58,-11.9,,2.2,2.36,2.05,2.36,81.95,8.9,29.03,32.11,27.19,32.11,66.83,8.3
SSD,South Sudan,Warrap,Twic,Abyei,9.35,28.28,gid_93500000282800000,2012-02-01,2012,2,SSP,3.66,,,3.49,3.66,3.36,3.66,-11.75,,2.52,2.68,1.79,1.79,60.61,8.9,33.56,36.56,28.68,28.68,65.3,8.3
SSD,South Sudan,Warrap,Twic,Abyei,9.35,28.28,gid_93500000282800000,2012-03-01,2012,3,SSP,3.58,,,3.71,3.83,3.58,3.58,-15.39,,1.82,2.22,1.58,2.22,137.85,8.9,29.54,32.21,26.88,31.13,97.37,8.3
SSD,South Sudan,Warrap,Twic,Abyei,9.35,28.28,gid_93500000282800000,2012-04-01,2012,4,SSP,3.91,,,3.49,3.91,3.39,3.91,-9.45,,2.33,2.65,2.01,2.12,113.4,8.9,32.26,34.65,26.62,26.62,64.05,8.3
SSD,South Sudan,Warrap,Twic,Abyei,9.35,28.28,gid_93500000282800000,2012-05-01,2012,5,SSP,4.43,,,4.19,4.43,4,4.43,0.57,,2.2,2.69,1.92,2.69,124.82,8.9,27.15,30.25,24.06,28.06,41.03,8.3
SSD,South Sudan,Warrap,Twic,Abyei,9.35,28.28,gid_93500000282800000,2012-06-01,2012,6,SSP,4.94,,,4.83,5.02,4.64,4.94,9.98,,2.89,3.28,2.45,2.45,92.88,8.9,28.79,31.85,27.18,31.85,54.44,8.3
SSD,South Sudan,Warrap,Twic,Abyei,9.35,28.28,gid_93500000282800000,2012-07-01,2012,7,SSP,5.15,,,5.4,5.57,5.15,5.15,47.99,,2.56,2.9,2.18,2.18,53.76,8.9,33.05,36.41,27.33,27.33,19.82,8.3
SSD,South Sudan,Warrap,Twic,Abyei,9.35,28.28,gid_93500000282800000,2012-08-01,2012,8,SSP,5.34,,,5.4,5.57,5.24,5.34,41.27,,2.22,2.89,1.93,2.89,68.9,8.9,27.92,30.66,25.19,30.52,14.6,8.3
SSD,South Sudan,Warrap,Twic,Abyei,9.35,28.28,gid_93500000282800000,2012-09-01,2012,9,SSP,4.98,,,5.62,5.76,4.98,4.98,26.08,,3.09,3.57,2.61,2.72,50.73,8.9,31.52,34.29,28.74,29.16,5.54,8.3
SSD,South Sudan,Warrap,Twic,Abyei,9.35,28.28,gid_93500000282800000,2012-10-01,2012,10,SSP,4.44,,,4.81,5.05,4.44,4.44,10.45,,2.85,3.26,2.44,2.83,37.43,8.9,29.94,32.42,27.45,28.47,-8.23,8.3
SSD,South Sudan,Warrap,Twic,Abyei,9.35,28.28,gid_93500000282800000,2012-11-01,2012,11,SSP,4.36,,,4.17,4.37,3.97,4.36,16.89,,2.95,3.32,2.59,2.77,30.7,8.9,29.15,31.31,26.99,28.45,-0.47,8.3
SSD,South Sudan,Warrap,Twic,Abyei,9.35,28.28,gid_93500000282800000,2012-12-01,2012,12,SSP,4.29,,,4.31,4.48,4.15,4.29,17.21,,2.87,3.18,2.55,2.55,22.21,8.9,29.13,31.14,27.11,29.27,4.32,8.3
SSD,South Sudan,Warrap,Twic,Abyei,9.35,28.28,gid_93500000282800000,2013-01-01,2013,1,SSP,4.25,,,4.18,4.31,4.06,4.25,18.72,,2.59,2.86,2.32,2.34,-1.12,8.9,30.05,31.96,28.01,28.01,-12.77,8.3
SSD,South Sudan,Warrap,Twic,Abyei,9.35,28.28,gid_93500000282800000,2013-02-01,2013,2,SSP,4.19,,,4.2,4.3,4.1,4.19,14.48,,2.34,2.57,2.03,2.03,13.02,8.9,28.63,30.65,26.61,27.57,-3.87,8.3
SSD,South Sudan,Warrap,Twic,Abyei,9.35,28.28,gid_93500000282800000,2013-03-01,2013,3,SSP,4.06,,,4.12,4.2,4.04,4.06,13.41,,1.99,2.2,1.79,1.85,-16.58,8.9,28.15,29.87,25.97,25.97,-16.57,8.3
SSD,South Sudan,Warrap,Twic,Abyei,9.35,28.28,gid_93500000282800000,2013-04-01,2013,4,SSP,3.86,,,3.95,4.02,3.86,3.86,-1.28,,1.8,2.17,1.63,2.17,2.45,8.9,26.4,28.36,24.44,27.9,4.83,8.3
SSD,South Sudan,Warrap,Twic,Abyei,9.35,28.28,gid_93500000282800000,2013-05-01,2013,5,SSP,3.94,,,3.7,3.94,3.64,3.94,-11.06,,2.2,2.44,1.96,2.31,-14.29,8.9,28.61,30.38,26.83,28.43,1.33,8.3
SSD,South Sudan,Warrap,Twic,Abyei,9.35,28.28,gid_93500000282800000,2013-06-01,2013,6,SSP,4.22,,,3.98,4.22,3.88,4.22,-14.57,,2.36,2.59,2.13,2.23,-8.71,8.9,29.2,31.08,27.31,30.27,-4.94,8.3
SSD,South Sudan,Warrap,Twic,Abyei,9.35,28.28,gid_93500000282800000,2013-07-01,2013,7,SSP,4.28,,,4.39,4.52,4.27,4.28,-16.89,,2.27,2.46,2.07,2.12,-2.56,8.9,31.24,33.12,27.87,27.87,1.97,8.3
SSD,South Sudan,Warrap,Twic,Abyei,9.35,28.28,gid_93500000282800000,2013-08-01,2013,8,SSP,4.5,,,4.31,4.5,4.2,4.5,-15.73,,2.14,2.36,1.97,2.36,-18.45,8.9,28.51,31.23,26.21,31.23,2.32,8.3
SSD,South Sudan,Warrap,Twic,Abyei,9.35,28.28,gid_93500000282800000,2013-09-01,2013,9,SSP,4.4,,,4.71,4.83,4.4,4.4,-11.65,,2.42,2.61,2.22,2.22,-18.46,8.9,32.29,34.59,28.94,28.94,-0.76,8.3
SSD,South Sudan,Warrap,Twic,Abyei,9.35,28.28,gid_93500000282800000,2013-10-01,2013,10,SSP,4.38,,,4.33,4.47,4.19,4.38,-1.35,,2.25,2.42,2.08,2.29,-18.96,8.9,29.66,32.17,27.16,28.05,-1.48,8.3
SSD,South Sudan,Warrap,Twic,Abyei,9.35,28.28,gid_93500000282800000,2013-11-01,2013,11,SSP,4.48,,,4.42,4.53,4.31,4.48,2.75,,2.33,2.49,2.18,2.23,-19.68,8.9,28.67,30.54,26.8,27.65,-2.82,8.3
SSD,South Sudan,Warrap,Twic,Abyei,9.35,28.28,gid_93500000282800000,2013-12-01,2013,12,SSP,4.67,,,4.55,4.67,4.46,4.67,8.86,,2.26,2.4,2.12,2.24,-12.13,8.9,28.23,30.28,26.18,27.37,-6.49,8.3
SSD,South Sudan,Warrap,Twic,Abyei,9.35,28.28,gid_93500000282800000,2014-01-01,2014,1,SSP,4.75,,,4.82,4.91,4.73,4.75,11.76,,2.27,2.48,2.15,2.48,6.17,8.9,27.95,32.33,26.26,32.33,15.41,8.3
SSD,South Sudan,Warrap,Twic,Abyei,9.35,28.28,gid_93500000282800000,2014-02-01,2014,2,SSP,4.18,,,4.82,4.9,4.18,4.18,-0.24,,2.56,2.71,2.15,2.15,6.14,8.9,33.56,36.89,30,30,8.83,8.3
SSD,South Sudan,Warrap,Twic,Abyei,9.35,28.28,gid_93500000282800000,2014-03-01,2014,3,SSP,3.98,,,3.83,4.05,3.62,3.98,-1.97,,2.16,2.35,1.98,2.11,13.97,8.9,30.85,33.06,28.64,30.69,18.18,8.3
SSD,South Sudan,Warrap,Twic,Abyei,9.35,28.28,gid_93500000282800000,2014-04-01,2014,4,SSP,3.88,,,3.89,4.05,3.72,3.88,0.52,,2.11,2.27,1.96,2.09,-4.05,8.9,31.59,34.06,28.74,28.74,3,8.3
SSD,South Sudan,Warrap,Twic,Abyei,9.35,28.28,gid_93500000282800000,2014-05-01,2014,5,SSP,4.23,,,3.75,4.23,3.63,4.23,7.36,,2.09,2.23,1.93,1.93,-16.13,8.9,29.37,31.6,27.15,27.57,-3.04,8.3
SSD,South Sudan,Warrap,Twic,Abyei,9.35,28.28,gid_93500000282800000,2014-06-01,2014,6,SSP,4.45,,,4.48,4.7,4.27,4.45,5.45,,1.92,2.05,1.8,2.05,-8.18,8.9,28.1,30.13,26.06,27.73,-8.38,8.3
SSD,South Sudan,Warrap,Twic,Abyei,9.35,28.28,gid_93500000282800000,2014-07-01,2014,7,SSP,4.69,,,4.56,4.73,4.38,4.69,9.58,,2.07,2.2,1.92,1.92,-9.42,8.9,28.31,30.14,26.49,28.94,3.84,8.3
SSD,South Sudan,Warrap,Twic,Abyei,9.35,28.28,gid_93500000282800000,2014-08-01,2014,8,SSP,4.66,,,4.92,5.07,4.66,4.66,3.56,,1.92,2.04,1.8,2.01,-14.45,8.9,29.68,31.59,27.78,27.8,-10.97,8.3
SSD,South Sudan,Warrap,Twic,Abyei,9.35,28.28,gid_93500000282800000,2014-09-01,2014,9,SSP,4.69,,,4.66,4.81,4.51,4.69,6.59,,2.04,2.15,1.8,1.8,-19.05,8.9,28.41,30.32,24.59,24.59,-15.03,8.3
SSD,South Sudan,Warrap,Twic,Abyei,9.35,28.28,gid_93500000282800000,2014-10-01,2014,10,SSP,5.31,,,4.77,5.31,4.66,5.31,21.23,,1.78,1.91,1.66,1.84,-19.58,8.9,24.89,27.12,22.66,25.8,-8.03,8.3
SSD,South Sudan,Warrap,Twic,Abyei,9.35,28.28,gid_93500000282800000,2014-11-01,2014,11,SSP,5.73,,,5.85,6.1,5.61,5.73,27.9,,1.84,2.05,1.73,2.05,-7.97,8.9,26.3,27.85,24.76,26.54,-4.01,8.3
SSD,South Sudan,Warrap,Twic,Abyei,9.35,28.28,gid_93500000282800000,2014-12-01,2014,12,SSP,5.88,,,6.06,6.27,5.85,5.88,25.91,,2.1,2.24,1.95,2.16,-3.38,8.9,27.16,29.16,25.16,28.62,4.54,8.3
SSD,South Sudan,Warrap,Twic,Abyei,9.35,28.28,gid_93500000282800000,2015-01-01,2015,1,SSP,6.43,,,6.11,6.43,5.93,6.43,35.37,,2.23,2.37,2.09,2.26,-8.91,8.9,29.49,31.27,27.71,29.16,-9.81,8.3
SSD,South Sudan,Warrap,Twic,Abyei,9.35,28.28,gid_93500000282800000,2015-02-01,2015,2,SSP,6.83,,,6.99,7.19,6.79,6.83,63.4,,2.33,2.46,2.21,2.37,10.07,8.9,30.05,31.99,28.11,30.65,2.17,8.3
SSD,South Sudan,Warrap,Twic,Abyei,9.35,28.28,gid_93500000282800000,2015-03-01,2015,3,SSP,7.48,,,7.21,7.48,7.03,7.48,87.94,,2.46,2.58,2.34,2.55,20.79,8.9,31.68,33.51,29.86,32.82,6.93,8.3
SSD,South Sudan,Warrap,Twic,Abyei,9.35,28.28,gid_93500000282800000,2015-04-01,2015,4,SSP,8.88,,,8.16,8.88,7.98,8.88,128.87,,2.66,3.16,2.53,3.16,51.44,8.9,34.05,36.17,31.93,35.74,24.38,8.3
SSD,South Sudan,Warrap,Twic,Abyei,9.35,28.28,gid_93500000282800000,2015-05-01,2015,5,SSP,10.25,,,10.24,10.6,9.89,10.25,142.32,,3.4,3.68,3.12,3.63,87.62,8.9,37.25,39.93,35,39.93,44.82,8.3
SSD,South Sudan,Warrap,Twic,Abyei,9.35,28.28,gid_93500000282800000,2015-06-01,2015,6,SSP,11.85,,,11.59,11.91,11.27,11.85,166.29,,3.94,4.24,3.64,4.09,99.16,8.9,41.85,44.68,39.02,43.07,55.28,8.3
