ISO3,country,adm1_name,adm2_name,mkt_name,lat,lon,geo_id,price_date,year,month,currency,exchange_rate_unofficial,milling_cost_sorghum,wage_non_qualified_labour_non_agricultural,o_exchange_rate_unofficial,h_exchange_rate_unofficial,l_exchange_rate_unofficial,c_exchange_rate_unofficial,inflation_exchange_rate_unofficial,trust_exchange_rate_unofficial,o_milling_cost_sorghum,h_milling_cost_sorghum,l_milling_cost_sorghum,c_milling_cost_sorghum,inflation_milling_cost_sorghum,trust_milling_cost_sorghum,o_wage_non_qualified_labour_non_agricultural,h_wage_non_qualified_labour_non_agricultural,l_wage_non_qualified_labour_non_agricultural,c_wage_non_qualified_labour_non_agricultural,inflation_wage_non_qualified_labour_non_agricultural,trust_wage_non_qualified_labour_non_agricultural
SSD,South Sudan,Western Equatoria,Yambio,Makpandu,4.74,28.68,gid_47400000286800000,2020-08-01,2020,8,SSP,381.03,80,3882.35,378.37,388.82,367.92,381.03,27.74,,115.17,129.86,100.49,112.94,23.12,9.8,3352.3,3882.35,2938.26,3882.35,116.1,9.6
SSD,South Sudan,Western Equatoria,Yambio,Makpandu,4.74,28.68,gid_47400000286800000,2020-09-01,2020,9,SSP,457.41,80,4000,407.91,457.41,398.99,457.41,45.98,,116.25,139.07,103.56,139.07,48.91,9.9,4270.39,4802.29,3738.48,4000,105.17,9.7
SSD,South Sudan,Western Equatoria,Yambio,Makpandu,4.74,28.68,gid_47400000286800000,2020-10-01,2020,10,SSP,527.68,,4000,533.43,556.74,510.12,527.68,67.52,,144.77,162.01,127.53,137.94,55.13,9.9,4167.83,4681.24,3654.43,4000,100.25,9.7
SSD,South Sudan,Western Equatoria,Yambio,Makpandu,4.74,28.68,gid_47400000286800000,2020-11-01,2020,11,SSP,581.03,,4000,593.75,614.6,572.91,581.03,84.45,,143.62,158.92,128.33,158.6,37.47,10,4175.11,4652.63,3399.7,3399.7,35.24,9.8
SSD,South Sudan,Western Equatoria,Yambio,Makpandu,4.74,28.68,gid_47400000286800000,2020-12-01,2020,12,SSP,595.86,,,644.96,663.24,595.86,595.86,89.26,,166.17,183.4,148.94,179.12,100.16,10,3389.06,4237.03,2970.35,4237.03,119.82,9.8
SSD,South Sudan,Western Equatoria,Yambio,Makpandu,4.74,28.68,gid_47400000286800000,2021-01-01,2021,1,SSP,600.33,,3666.67,627.04,650.48,600.33,600.33,88.36,,188.71,226.2,170.41,226.2,146.46,10,4683.91,5250.42,4052.44,4052.44,109.72,9.9
SSD,South Sudan,Western Equatoria,Yambio,Makpandu,4.74,28.68,gid_47400000286800000,2021-02-01,2021,2,SSP,617.2,,,623.79,644.53,603.04,617.2,102.71,,241.1,267.26,214.94,238.82,156.88,10,4097.56,4626.96,3568.15,3738.97,95.35,9.9
SSD,South Sudan,Western Equatoria,Yambio,Makpandu,4.74,28.68,gid_47400000286800000,2021-03-01,2021,3,SSP,617.1,250,4177.42,642.92,659.61,617.1,617.1,119.61,,255.15,279.51,230.78,250,219.43,10,3801.49,4263.22,3339.76,3879.26,158.62,9.9
SSD,South Sudan,Western Equatoria,Yambio,Makpandu,4.74,28.68,gid_47400000286800000,2021-04-01,2021,4,SSP,574.48,250,3888.89,625.07,641.22,574.48,574.48,105.66,,267.18,291.01,243.35,250,229.52,10,4036.25,4480.57,3591.93,3888.89,159.26,9.9
SSD,South Sudan,Western Equatoria,Yambio,Makpandu,4.74,28.68,gid_47400000286800000,2021-05-01,2021,5,SSP,460.26,250,4000,552.37,573.3,460.26,460.26,56.72,,266.44,289.05,243.82,250,183.27,10,3987.25,4402.03,3572.47,4000,166.67,9.9
SSD,South Sudan,Western Equatoria,Yambio,Makpandu,4.74,28.68,gid_47400000286800000,2021-06-01,2021,6,SSP,291.14,250,4130.43,396.48,426.32,291.14,291.14,-9.02,,265.49,286.91,244.08,250,199.44,10,4135.52,4530.97,3740.07,4130.43,136.02,9.9
SSD,South Sudan,Western Equatoria,Yambio,Makpandu,4.74,28.68,gid_47400000286800000,2021-07-01,2021,7,SSP,360.5,236,4580,246.04,360.5,229.63,360.5,2.39,,264.48,284.8,236,236,110.54,10,4265.39,4644.03,3886.75,4580,52.67,9.9
SSD,South Sudan,Western Equatoria,Yambio,Makpandu,4.74,28.68,gid_47400000286800000,2021-08-01,2021,8,SSP,408.69,300,4718.75,417.55,464.35,370.74,408.69,7.26,,248.03,300,228.34,300,165.64,10,4826.57,5228.08,4425.05,4647.47,19.71,9.9
SSD,South Sudan,Western Equatoria,Yambio,Makpandu,4.74,28.68,gid_47400000286800000,2021-09-01,2021,9,SSP,407.46,300,4500,426.95,473.59,380.31,407.46,-10.92,,318.16,349.32,286.99,300,115.72,10,4771.9,5153.38,4390.42,4500,12.5,9.9
SSD,South Sudan,Western Equatoria,Yambio,Makpandu,4.74,28.68,gid_47400000286800000,2021-10-01,2021,10,SSP,403.6,300,4000,413.47,448.92,378.03,403.6,-23.51,,317.64,345.38,289.91,300,117.49,10,4582.79,4933.54,4000,4000,0,9.9
SSD,South Sudan,Western Equatoria,Yambio,Makpandu,4.74,28.68,gid_47400000286800000,2021-11-01,2021,11,SSP,412.31,300,3333.33,406.87,433.39,380.35,412.31,-29.04,,316.8,343.21,290.38,300,89.15,10,3978.8,4302.59,3333.33,3333.33,-1.95,9.9
SSD,South Sudan,Western Equatoria,Yambio,Makpandu,4.74,28.68,gid_47400000286800000,2021-12-01,2021,12,SSP,420.6,,,422.24,442.69,401.78,420.6,-29.41,,315.79,340.61,290.97,318.9,78.03,10,3258.28,3550.47,2643.73,2643.73,-37.6,9.9
SSD,South Sudan,Western Equatoria,Yambio,Makpandu,4.74,28.68,gid_47400000286800000,2022-01-01,2022,1,SSP,434.66,350,,428.1,443.9,412.3,434.66,-27.6,,335.59,359.94,311.24,350,54.73,10,2541.19,2795.77,2122.3,2122.3,-47.63,9.9
SSD,South Sudan,Western Equatoria,Yambio,Makpandu,4.74,28.68,gid_47400000286800000,2022-02-01,2022,2,SSP,432.79,350,,447.93,460.68,432.79,432.79,-29.88,,369.01,394.34,343.68,350,46.56,10,2032.39,2243.95,1820.83,1967.11,-47.39,9.9
SSD,South Sudan,Western Equatoria,Yambio,Makpandu,4.74,28.68,gid_47400000286800000,2022-03-01,2022,3,SSP,430.22,,1666.67,433.04,444.37,421.71,430.22,-30.28,,368.15,392.33,316.99,316.99,26.8,10,1936.81,2119.41,1666.67,1666.67,-57.04,9.9
SSD,South Sudan,Western Equatoria,Yambio,Makpandu,4.74,28.68,gid_47400000286800000,2022-04-01,2022,4,SSP,427.08,261.11,1500,432,440.99,423.02,427.08,-25.66,,330.93,356.14,261.11,261.11,4.44,10,1592.77,1749.9,1435.64,1500,-61.43,9.9
SSD,South Sudan,Western Equatoria,Yambio,Makpandu,4.74,28.68,gid_47400000286800000,2022-05-01,2022,5,SSP,445.1,304.17,1500,425.86,445.1,418.39,445.1,-3.29,,269.2,304.17,242.99,304.17,21.67,10,1457.7,1590.92,1324.47,1500,-62.5,9.9
SSD,South Sudan,Western Equatoria,Yambio,Makpandu,4.74,28.68,gid_47400000286800000,2022-06-01,2022,6,SSP,486.92,368.33,2333.33,460.12,486.92,450.3,486.92,67.25,,314.73,368.33,285.09,368.33,47.33,10,1491.69,2333.33,1367.48,2333.33,-43.51,9.9
SSD,South Sudan,Western Equatoria,Yambio,Makpandu,4.74,28.68,gid_47400000286800000,2022-07-01,2022,7,SSP,557.52,420.59,2911.76,520.06,557.52,506.23,557.52,54.65,,384.35,423.24,345.45,420.59,78.22,10,2560.78,2911.76,2252.71,2911.76,-36.42,9.9
SSD,South Sudan,Western Equatoria,Yambio,Makpandu,4.74,28.68,gid_47400000286800000,2022-08-01,2022,8,SSP,653.04,535.42,3000,619.54,653.04,599.49,653.04,59.79,,441.7,535.42,399.95,535.42,78.47,10,3087.95,3464.44,2711.46,3000,-35.45,9.9
SSD,South Sudan,Western Equatoria,Yambio,Makpandu,4.74,28.68,gid_47400000286800000,2022-09-01,2022,9,SSP,641.58,569.44,3000,742.93,766.13,641.58,641.58,57.46,,569.41,631.66,507.16,569.44,89.81,10,3063.43,3423.57,2703.28,3000,-33.33,9.9
SSD,South Sudan,Western Equatoria,Yambio,Makpandu,4.74,28.68,gid_47400000286800000,2022-10-01,2022,10,SSP,613.23,506.67,3266.67,645.75,686.14,605.36,613.23,51.94,,607.44,665.49,506.67,506.67,68.89,10,3064.81,3398.95,2730.68,3266.67,-18.33,9.9
SSD,South Sudan,Western Equatoria,Yambio,Makpandu,4.74,28.68,gid_47400000286800000,2022-11-01,2022,11,SSP,620.81,574.07,3370.37,616.88,648.51,585.24,620.81,50.57,,536.75,593.02,480.47,574.07,91.36,10,3413.65,3756.37,3070.93,3370.37,1.11,9.9
SSD,South Sudan,Western Equatoria,Yambio,Makpandu,4.74,28.68,gid_47400000286800000,2022-12-01,2022,12,SSP,667.42,600,2000,635.11,667.42,610.79,667.42,58.68,,609.78,668.06,551.5,600,88.14,10,3462.67,3790.68,2000,2000,-24.35,10
SSD,South Sudan,Western Equatoria,Yambio,Makpandu,4.74,28.68,gid_47400000286800000,2023-01-01,2023,1,SSP,704.17,300,2500,707.85,731.52,684.19,704.17,62,,636.97,693.32,567.47,567.47,62.14,10,1849.5,2500,1570.17,2500,17.8,10
SSD,South Sudan,Western Equatoria,Yambio,Makpandu,4.74,28.68,gid_47400000286800000,2023-02-01,2023,2,SSP,777.22,434.62,3496.15,735.03,777.22,715.68,777.22,79.59,,599.05,652.62,545.47,627.48,79.28,10,2738.28,3496.15,2343.07,3496.15,77.73,10
SSD,South Sudan,Western Equatoria,Yambio,Makpandu,4.74,28.68,gid_47400000286800000,2023-03-01,2023,3,SSP,838.85,678.85,6019.23,847.28,871.15,823.41,838.85,94.98,,663.25,738.85,608.65,738.85,133.08,10,3872.41,6019.23,3288.89,6019.23,261.15,10
SSD,South Sudan,Western Equatoria,Yambio,Makpandu,4.74,28.68,gid_47400000286800000,2023-04-01,2023,4,SSP,874.77,800,7855.07,895.43,915.92,874.77,874.77,104.82,,785.45,851.54,719.36,846.39,224.15,10,6748.92,7855.07,5715.29,7855.07,423.67,10
SSD,South Sudan,Western Equatoria,Yambio,Makpandu,4.74,28.68,gid_47400000286800000,2023-05-01,2023,5,SSP,957.03,900,8000,919.87,957.03,901.13,957.03,115.01,,904.33,976.31,832.36,900,195.89,10,8752.02,10063.99,7440.06,8000,433.33,10
SSD,South Sudan,Western Equatoria,Yambio,Makpandu,4.74,28.68,gid_47400000286800000,2023-06-01,2023,6,SSP,986.96,900,8000,1042.58,1064.89,986.96,986.96,102.69,,962.69,1033.03,892.36,900,144.35,10,8373.28,9628.35,7118.21,8000,242.86,10
SSD,South Sudan,Western Equatoria,Yambio,Makpandu,4.74,28.68,gid_47400000286800000,2023-07-01,2023,7,SSP,1000.57,900,8080.65,1021.93,1049.91,993.95,1000.57,79.47,,960.07,1028.54,891.6,900,113.99,10,8406.28,9572.99,7239.57,8080.65,177.52,10
SSD,South Sudan,Western Equatoria,Yambio,Makpandu,4.74,28.68,gid_47400000286800000,2023-08-01,2023,8,SSP,1013.77,900,8107.53,1033.83,1057.62,1010.03,1013.77,55.24,,956.69,1022.4,890.97,900,68.09,10,8463.84,9558.76,7368.91,8107.53,170.25,10
SSD,South Sudan,Western Equatoria,Yambio,Makpandu,4.74,28.68,gid_47400000286800000,2023-09-01,2023,9,SSP,1014.67,900,8044.44,1037.53,1058.19,1014.67,1014.67,58.15,,952.99,1016.29,889.68,900,58.05,10,8447.62,9469.82,7425.43,8044.44,168.15,10
SSD,South Sudan,Western Equatoria,Yambio,Makpandu,4.74,28.68,gid_47400000286800000,2023-10-01,2023,10,SSP,1037.33,900,6550,1026.21,1045.08,1007.33,1037.33,69.16,,949.3,1010.1,888.5,900,77.63,10,8333.55,9279.61,6550,6550,100.51,10
SSD,South Sudan,Western Equatoria,Yambio,Makpandu,4.74,28.68,gid_47400000286800000,2023-11-01,2023,11,SSP,1097.41,912.12,6000,1063.35,1097.41,1046.74,1097.41,76.77,,945.8,1004.08,887.51,912.12,58.89,10,6444.43,7265.47,5623.38,6000,78.02,10
SSD,South Sudan,Western Equatoria,Yambio,Makpandu,4.74,28.68,gid_47400000286800000,2023-12-01,2023,12,SSP,1094.83,904.17,4979.17,1149.11,1169.14,1094.83,1094.83,64.04,,955.73,1011.55,853.78,853.78,42.3,10,6066.14,6772.01,5334.26,5334.26,166.71,10
SSD,South Sudan,Western Equatoria,Yambio,Makpandu,4.74,28.68,gid_47400000286800000,2024-01-01,2024,1,SSP,1154.46,2000,2500,1097.06,1154.46,1071.13,1154.46,63.95,,888.87,952.36,831.2,952.36,67.82,10,5290.02,5899.22,4680.82,4818.45,92.74,10
SSD,South Sudan,Western Equatoria,Yambio,Makpandu,4.74,28.68,gid_47400000286800000,2024-02-01,2024,2,SSP,1293.46,1000,5000,1216.11,1293.46,1184.88,1293.46,66.42,,993.55,1055.79,836.8,836.8,33.36,10,4786.68,5310.3,4263.07,5016,43.47,10
SSD,South Sudan,Western Equatoria,Yambio,Makpandu,4.74,28.68,gid_47400000286800000,2024-03-01,2024,3,SSP,1830.74,1112.9,4774.19,1411.2,1830.74,1369.11,1830.74,118.25,,865.86,933.28,758.05,758.05,2.6,10,5146.98,5656.55,4637.42,4774.19,-20.68,10
SSD,South Sudan,Western Equatoria,Yambio,Makpandu,4.74,28.68,gid_47400000286800000,2024-04-01,2024,4,SSP,2144.23,1500,4478.26,2189.33,2306.7,2071.96,2144.23,145.12,,778.05,840.29,715.81,804.16,-4.99,10,4758.4,5218.86,4297.94,4478.26,-42.99,10
SSD,South Sudan,Western Equatoria,Yambio,Makpandu,4.74,28.68,gid_47400000286800000,2024-05-01,2024,5,SSP,2837.93,1550,6000,2440.65,2837.93,2333.72,2837.93,196.53,,825.01,1163.7,764.51,1163.7,29.3,10,4465.21,6000,4057.97,6000,-25,10
SSD,South Sudan,Western Equatoria,Yambio,Makpandu,4.74,28.68,gid_47400000286800000,2024-06-01,2024,6,SSP,2989.66,1508.7,7521.74,3499.36,3662.31,2989.66,2989.66,202.92,,1209.86,1508.7,1075.36,1508.7,67.63,10,6632.36,7521.74,5866.43,7521.74,-5.98,10
SSD,South Sudan,Western Equatoria,Yambio,Makpandu,4.74,28.68,gid_47400000286800000,2024-07-01,2024,7,SSP,3656.67,1500,6000,3197.1,3656.67,2961.49,3656.67,265.46,,1592.15,1785.93,1398.37,1500,66.67,10,8087.72,9030.07,6000,6000,-25.75,10
SSD,South Sudan,Western Equatoria,Yambio,Makpandu,4.74,28.68,gid_47400000286800000,2024-08-01,2024,8,SSP,4606.67,1500,5230.77,4491.03,4791.11,4190.95,4606.67,354.41,,1584.15,1756.91,1411.39,1500,66.67,10,5801.59,6639.16,4964.03,5230.77,-35.48,10
SSD,South Sudan,Western Equatoria,Yambio,Makpandu,4.74,28.68,gid_47400000286800000,2024-09-01,2024,9,SSP,4547.83,1750,6466.67,5595.32,5886.13,4547.83,4547.83,348.21,,1581.99,1750,1419.76,1750,94.44,10,5222.61,6466.67,4532.35,6466.67,-19.61,10
SSD,South Sudan,Western Equatoria,Yambio,Makpandu,4.74,28.68,gid_47400000286800000,2024-10-01,2024,10,SSP,4244.44,1854.17,6500,4711.99,5146.75,4244.44,4244.44,309.17,,1856,2040.75,1671.24,1854.17,106.02,10,7014.36,7914.02,6114.69,6500,-0.76,10
SSD,South Sudan,Western Equatoria,Yambio,Makpandu,4.74,28.68,gid_47400000286800000,2024-11-01,2024,11,SSP,4834.48,2000,3700,4303.4,4834.48,3956.54,4834.48,340.54,,1968.66,2146.61,1790.71,2000,119.27,10,6585.82,7435.54,4795.38,4795.38,-20.08,10
SSD,South Sudan,Western Equatoria,Yambio,Makpandu,4.74,28.68,gid_47400000286800000,2024-12-01,2024,12,SSP,5032.5,2000,3875,5476.32,5846.52,5032.5,5032.5,359.66,,2126.49,2304.53,1948.45,2000,134.25,10,4572.72,5260.76,3875,3875,-27.36,10
SSD,South Sudan,Western Equatoria,Yambio,Makpandu,4.74,28.68,gid_47400000286800000,2025-01-01,2025,1,SSP,5258.06,2208.33,3000,5201.44,5537.7,4865.19,5258.06,355.45,,2121.16,2290.29,1952.03,2208.33,131.88,10,3765.14,4303.5,3078.88,3078.88,-36.1,10
SSD,South Sudan,Western Equatoria,Yambio,Makpandu,4.74,28.68,gid_47400000286800000,2025-02-01,2025,2,SSP,5457.69,2043.48,4065.22,5595.94,5862.1,5329.78,5457.69,321.94,,2346.22,2520.67,2043.48,2043.48,144.2,10,2939.46,4065.22,2515.07,4065.22,-18.95,10
SSD,South Sudan,Western Equatoria,Yambio,Makpandu,4.74,28.68,gid_47400000286800000,2025-03-01,2025,3,SSP,5720.97,2166.67,3850,5686,5901.39,5470.6,5720.97,212.49,,2157.24,2331.93,1982.55,2166.67,185.82,10,4451.61,5116.35,3786.88,3850,-19.36,10
SSD,South Sudan,Western Equatoria,Yambio,Makpandu,4.74,28.68,gid_47400000286800000,2025-04-01,2025,4,SSP,5728.33,2500,6000,6024.45,6197.65,5728.33,5728.33,167.15,,2285.04,2500,2119.29,2500,210.88,10,3770.29,6000,3166.22,6000,33.98,10
SSD,South Sudan,Western Equatoria,Yambio,Makpandu,4.74,28.68,gid_47400000286800000,2025-05-01,2025,5,SSP,5651.72,2500,6387.1,5800.94,5973.85,5628.03,5651.72,99.15,,2647.76,2843.81,2451.71,2500,114.83,10,6729.65,7828.49,5630.81,6387.1,6.45,10
SSD,South Sudan,Western Equatoria,Yambio,Makpandu,4.74,28.68,gid_47400000286800000,2025-06-01,2025,6,SSP,5858.33,2500,6700,5683.93,5858.33,5539.79,5858.33,95.95,,2641.71,2826.13,2457.29,2500,65.71,10,6532.35,7619.59,5445.11,6700,-10.92,10
SSD,South Sudan,Western Equatoria,Yambio,Makpandu,4.74,28.68,gid_47400000286800000,2025-07-01,2025,7,SSP,5928.57,2500,8951.61,6064.8,6200.47,5928.57,5928.57,62.13,,2633.8,2810.49,2457.1,2500,66.67,10,6978.28,8951.61,5921.59,8951.61,49.19,10
SSD,South Sudan,Western Equatoria,Yambio,Makpandu,4.74,28.68,gid_47400000286800000,2025-08-01,2025,8,SSP,5850,,10000,5990.08,6111.46,5850,5850,26.99,,2625.07,2793.92,2456.22,2500,66.67,10,10000.3,11500.63,8499.98,10000,91.18,10
SSD,South Sudan,Western Equatoria,Yambio,Makpandu,4.74,28.68,gid_47400000286800000,2025-09-01,2025,9,SSP,5800,2500,8640.63,5840.16,5950.45,5729.88,5800,27.53,,2616.35,2777.72,2454.97,2500,42.86,10,10545.22,12096.44,8640.63,8640.63,33.62,10
SSD,South Sudan,Western Equatoria,Yambio,Makpandu,4.74,28.68,gid_47400000286800000,2025-10-01,2025,10,SSP,5763.62,2500,9375,5793.89,5885.99,5701.8,5763.62,35.79,,2607.9,2762.16,2453.64,2500,34.83,10,8642.96,9966.25,7319.67,9375,44.23,10
SSD,South Sudan,Western Equatoria,Yambio,Makpandu,4.74,28.68,gid_47400000286800000,2025-11-01,2025,11,SSP,5725,2500,10000,5744.94,5824.52,5665.35,5725,18.42,,2600.11,2747.28,2452.93,2500,25,10,9960.52,11308.04,8613.01,10000,108.53,10
SSD,South Sudan,Western Equatoria,Yambio,Makpandu,4.74,28.68,gid_47400000286800000,2025-12-01,2025,12,SSP,5533.33,2500,8451.61,5699.17,5770.34,5533.33,5533.33,9.95,,2592.58,2733.55,2451.62,2500,25,10,10451.38,11782.22,8451.61,8451.61,118.11,10
SSD,South Sudan,Western Equatoria,Yambio,Makpandu,4.74,28.68,gid_47400000286800000,2026-01-01,2026,1,SSP,5596.52,2500,11333.33,5392.99,5596.52,5306.45,5596.52,6.44,,2585.38,2720.59,2450.17,2500,13.21,10,8350.77,11333.33,7207.01,11333.33,268.1,10
SSD,South Sudan,Western Equatoria,Yambio,Makpandu,4.74,28.68,gid_47400000286800000,2026-02-01,2026,2,SSP,5677.25,2500,12000,5648.75,5755.75,5541.75,5677.25,4.02,,2578.87,2708.29,2449.44,2500,22.34,10,12773.15,14580.68,10965.62,12000,195.19,10
SSD,South Sudan,Western Equatoria,Yambio,Makpandu,4.74,28.68,gid_47400000286800000,2026-03-01,2026,3,SSP,5773.21,3000,15066.67,5701.71,5792.82,5610.61,5773.21,0.91,,2572.86,3000,2448.77,3000,38.46,10,12403.72,15066.67,10617.49,15066.67,291.34,10
SSD,South Sudan,Western Equatoria,Yambio,Makpandu,4.74,28.68,gid_47400000286800000,2026-04-01,2026,4,SSP,6006.9,3736.84,16000,5845.79,6006.9,5761.9,6006.9,4.86,,3111.49,3736.84,2894.14,3736.84,49.47,10,16692.9,18969.82,14415.97,16000,166.67,10
SSD,South Sudan,Western Equatoria,Yambio,Makpandu,4.74,28.68,gid_47400000286800000,2026-05-01,2026,5,SSP,6294.64,4000,16000,6190.13,6448.34,6091.73,6294.64,11.38,,3920.74,4264.6,3576.87,3940.55,57.62,10,16755.61,19003.46,14507.76,16566.71,159.38,10
SSD,South Sudan,Upper Nile,Malakal,Malakal,9.53,31.66,gid_95300000316600000,2007-01-01,2007,1,SSP,3.19,,,3.19,3.32,3.06,3.19,,,0.45,0.52,0.43,0.48,,9.2,6.34,7.24,6,6.63,,8.7
SSD,South Sudan,Upper Nile,Malakal,Malakal,9.53,31.66,gid_95300000316600000,2007-02-01,2007,2,SSP,3.18,,,3.18,3.31,3.05,3.18,,,0.5,0.55,0.46,0.49,,9.2,6.92,7.57,6.27,6.75,,8.7
SSD,South Sudan,Upper Nile,Malakal,Malakal,9.53,31.66,gid_95300000316600000,2007-03-01,2007,3,SSP,3.18,,,3.18,3.28,3.08,3.18,,,0.51,0.56,0.46,0.48,,9.1,7.04,7.65,6.43,6.75,,8.6
SSD,South Sudan,Upper Nile,Malakal,Malakal,9.53,31.66,gid_95300000316600000,2007-04-01,2007,4,SSP,3.17,,,3.17,3.25,3.1,3.17,,,0.5,0.55,0.45,0.48,,9.1,7.03,7.6,6.45,6.62,,8.6
SSD,South Sudan,Upper Nile,Malakal,Malakal,9.53,31.66,gid_95300000316600000,2007-05-01,2007,5,SSP,3.17,,,3.17,3.23,3.11,3.17,,,0.49,0.54,0.45,0.49,,9,6.86,7.4,6.33,6.74,,8.5
SSD,South Sudan,Upper Nile,Malakal,Malakal,9.53,31.66,gid_95300000316600000,2007-06-01,2007,6,SSP,3.16,,,3.16,3.21,3.11,3.16,,,0.51,0.55,0.46,0.48,,9.1,6.94,7.44,6.43,6.59,,8.6
SSD,South Sudan,Upper Nile,Malakal,Malakal,9.53,31.66,gid_95300000316600000,2007-07-01,2007,7,SSP,3.15,,,3.15,3.2,3.11,3.15,,,0.49,0.59,0.44,0.59,,9.1,6.77,7.99,6.3,7.99,,8.6
SSD,South Sudan,Upper Nile,Malakal,Malakal,9.53,31.66,gid_95300000316600000,2007-08-01,2007,8,SSP,3.15,,,3.15,3.19,3.11,3.15,,,0.64,0.72,0.55,0.62,,9.2,8.15,8.86,7.45,7.93,,8.7
SSD,South Sudan,Upper Nile,Malakal,Malakal,9.53,31.66,gid_95300000316600000,2007-09-01,2007,9,SSP,3.14,,,3.14,3.18,3.11,3.14,,,0.66,0.72,0.59,0.66,,9.2,8.28,8.92,7.63,8.1,,8.7
SSD,South Sudan,Upper Nile,Malakal,Malakal,9.53,31.66,gid_95300000316600000,2007-10-01,2007,10,SSP,3.14,,,3.14,3.17,3.1,3.14,,,0.69,0.74,0.6,0.6,,9.2,8.43,9.05,7.76,7.76,,8.7
SSD,South Sudan,Upper Nile,Malakal,Malakal,9.53,31.66,gid_95300000316600000,2007-11-01,2007,11,SSP,3.14,,,3.13,3.17,3.1,3.14,,,0.62,0.69,0.54,0.64,,9.2,8.06,8.65,7.48,8.33,,8.8
SSD,South Sudan,Upper Nile,Malakal,Malakal,9.53,31.66,gid_95300000316600000,2007-12-01,2007,12,SSP,3.13,,,3.13,3.17,3.1,3.13,,,0.67,0.74,0.6,0.63,,9.3,8.57,9.17,7.46,7.46,,8.8
SSD,South Sudan,Upper Nile,Malakal,Malakal,9.53,31.66,gid_95300000316600000,2008-01-01,2008,1,SSP,3.13,,,3.13,3.16,3.1,3.13,-1.64,,0.66,0.71,0.6,0.61,27.89,9.3,7.71,8.29,7.13,7.47,12.61,8.8
SSD,South Sudan,Upper Nile,Malakal,Malakal,9.53,31.66,gid_95300000316600000,2008-02-01,2008,2,SSP,3.14,,,3.13,3.17,3.1,3.14,-1.44,,0.63,0.7,0.56,0.59,21.34,9.3,7.61,8.16,7.06,7.22,7.02,8.8
SSD,South Sudan,Upper Nile,Malakal,Malakal,9.53,31.66,gid_95300000316600000,2008-03-01,2008,3,SSP,3.14,,,3.14,3.17,3.11,3.14,-1.14,,0.61,0.67,0.54,0.57,18.49,9.3,7.34,7.85,6.83,7.16,6.05,8.9
SSD,South Sudan,Upper Nile,Malakal,Malakal,9.53,31.66,gid_95300000316600000,2008-04-01,2008,4,SSP,3.15,,,3.14,3.18,3.11,3.15,-0.74,,0.59,0.64,0.53,0.58,20.53,9.4,7.23,7.71,6.75,7.23,9.24,8.9
SSD,South Sudan,Upper Nile,Malakal,Malakal,9.53,31.66,gid_95300000316600000,2008-05-01,2008,5,SSP,3.16,,,3.15,3.19,3.12,3.16,-0.25,,0.6,0.65,0.54,0.59,21.84,9.4,7.29,7.75,6.84,7.32,8.62,8.9
SSD,South Sudan,Upper Nile,Malakal,Malakal,9.53,31.66,gid_95300000316600000,2008-06-01,2008,6,SSP,3.17,,,3.17,3.2,3.13,3.17,0.35,,0.62,0.68,0.56,0.66,37.77,9.4,7.38,7.82,6.95,7.79,18.27,8.9
SSD,South Sudan,Upper Nile,Malakal,Malakal,9.53,31.66,gid_95300000316600000,2008-07-01,2008,7,SSP,3.19,,,3.18,3.21,3.15,3.19,1.06,,0.69,0.76,0.62,0.67,12.97,9.4,7.86,8.33,7.4,7.77,-2.72,8.9
SSD,South Sudan,Upper Nile,Malakal,Malakal,9.53,31.66,gid_95300000316600000,2008-08-01,2008,8,SSP,3.22,,,3.2,3.23,3.17,3.22,2.13,,0.69,0.77,0.62,0.73,18.16,9.4,7.91,8.35,7.47,8.27,4.35,8.9
SSD,South Sudan,Upper Nile,Malakal,Malakal,9.53,31.66,gid_95300000316600000,2008-09-01,2008,9,SSP,3.24,,,3.24,3.27,3.21,3.24,3.18,,0.77,0.85,0.7,0.74,13.16,9.4,8.41,8.88,7.94,8.78,8.44,8.9
SSD,South Sudan,Upper Nile,Malakal,Malakal,9.53,31.66,gid_95300000316600000,2008-10-01,2008,10,SSP,3.27,,,3.27,3.3,3.23,3.27,4.2,,0.78,0.86,0.7,0.71,18.7,9.4,8.98,9.47,8.48,8.48,9.21,8.9
SSD,South Sudan,Upper Nile,Malakal,Malakal,9.53,31.66,gid_95300000316600000,2008-11-01,2008,11,SSP,3.3,,,3.3,3.33,3.26,3.3,5.18,,0.74,0.82,0.66,0.7,9.37,9.4,8.72,9.2,7.92,7.92,-4.94,8.9
SSD,South Sudan,Upper Nile,Malakal,Malakal,9.53,31.66,gid_95300000316600000,2008-12-01,2008,12,SSP,3.33,,,3.32,3.36,3.29,3.33,6.11,,0.72,0.8,0.65,0.71,12.47,9.4,8.1,8.59,7.62,8.31,11.42,8.9
SSD,South Sudan,Upper Nile,Malakal,Malakal,9.53,31.66,gid_95300000316600000,2009-01-01,2009,1,SSP,3.35,,,3.35,3.39,3.32,3.35,7,,0.74,0.81,0.67,0.77,25.91,9.4,8.4,8.89,7.92,8.8,17.92,9
SSD,South Sudan,Upper Nile,Malakal,Malakal,9.53,31.66,gid_95300000316600000,2009-02-01,2009,2,SSP,3.38,,,3.38,3.42,3.35,3.38,7.78,,0.81,0.89,0.72,0.87,46.51,9.4,8.94,10.4,8.43,10.4,44.02,9
